VoteChoice,Keywords
Make new styles and update the fashion quotient... Have trendy clothes and more designs and colors would add up to your overall brand,"[('fashion', 0.5127), ('styles', 0.3998), ('clothes', 0.3918)]"
Good ,"[('good', 1.0)]"
Excellent service ,"[('service', 0.6481), ('excellent', 0.5238)]"
Sumaira made our day better,"[('sumaira', 0.7044), ('day', 0.3314), ('better', 0.279)]"
Good staff  Mind blowing good service Good collection in Jeans,"[('jeans', 0.55), ('staff', 0.4612), ('service', 0.444)]"
Thank you ,"[('thank', 0.7705)]"
Wow team ,"[('team', 0.6389), ('wow', 0.4993)]"
Very helpful people,"[('helpful', 0.7162), ('people', 0.4206)]"
Very nice service ,"[('service', 0.5779), ('nice', 0.3237)]"
Thnxxxx,"[('thnxxxx', 1.0)]"
Good ,"[('good', 1.0)]"
Good ,"[('good', 1.0)]"
Connect your online and offline experience. My buying online doesn’t add up to the offline points or loyalty  Your offline collection is different to the online. Doesn’t make sense. ,"[('offline', 0.4733), ('online', 0.3553), ('buying', 0.3216)]"
Deepak ji with goodhelp ,"[('deepak', 0.6425), ('ji', 0.515), ('goodhelp', 0.4554)]"
The crew over here was too friendly and have good taste on clothing ,"[('crew', 0.4501), ('clothing', 0.4092), ('friendly', 0.3758)]"
Thanks prachi for helping with the best pair of jeans ,"[('jeans', 0.6039), ('prachi', 0.4983), ('pair', 0.3909)]"
Pinkal Purohit & Ashfaque Shaikh  was very Dashing & Convincing   Loved the shopping experience ,"[('shaikh', 0.4489), ('ashfaque', 0.4315), ('purohit', 0.348)]"
G,[]
Fauzan was of great help!,"[('fauzan', 0.7248), ('great', 0.2349), ('help', 0.1685)]"
Good,"[('good', 1.0)]"
If u could get 551 jeans available again ,"[('jeans', 0.5596), ('available', 0.3998), ('551', 0.3608)]"
Very nice shop,"[('shop', 0.6558), ('nice', 0.3001)]"
Good,"[('good', 1.0)]"
Good service ,"[('service', 0.6827), ('good', 0.4384)]"
plz include more variety in flat bottom style,"[('variety', 0.5333), ('flat', 0.5058), ('style', 0.3546)]"
Collection are nice and stuff are good  ,"[('collection', 0.6746), ('stuff', 0.2574), ('nice', 0.182)]"
"Pls stock a small range of ladies' footwear to wear during trials for jeans etc. it's helpful to calculate the correct length in case alterations are required.  All ok otherwise. The assistant Ms Rubeena was very helpful, well mannered, accepting of suggestions as well as offering sound ones. She knows her products and store very well. Our good experience was largely due to her. Thank you Ms Rubeena. Best Ambica. ","[('footwear', 0.6547), ('wear', 0.3819), ('jeans', 0.343)]"
Best service by Faisal very  ,"[('faisal', 0.6374), ('service', 0.4671), ('best', 0.3003)]"
Nothingggg,"[('nothingggg', 1.0)]"
Ok,"[('ok', 1.0)]"
Good,"[('good', 1.0)]"
K,[]
Anil has been helpful in sharing options,"[('anil', 0.5238), ('sharing', 0.4872), ('options', 0.3365)]"
Good service ,"[('service', 0.6827), ('good', 0.4384)]"
Perfect Service ,"[('service', 0.7509), ('perfect', 0.482)]"
The best,"[('best', 0.8889)]"
Alway enjoy shopping at Levis,"[('levis', 0.6122), ('alway', 0.5049), ('shopping', 0.4526)]"
"Excellent, Service was very good, helpful Staff and all, 10 star","[('service', 0.4982), ('staff', 0.3652), ('excellent', 0.3178)]"
Good rewati,"[('rewati', 0.8216), ('good', 0.417)]"
Rahul dave  gave super amazing survice thank you ,"[('rahul', 0.4906), ('survice', 0.4126), ('dave', 0.4071)]"
Longer lengths ,"[('lengths', 0.903), ('longer', 0.8023)]"
Good rewati,"[('rewati', 0.8216), ('good', 0.417)]"
"Fantastic collection, good sales person, lots of variety. Thank you Bablu.","[('collection', 0.4088), ('bablu', 0.3808), ('thank', 0.3201)]"
The experience is very good,"[('experience', 0.6754), ('good', 0.2531)]"
Remove these fancy yellow lights if possible,"[('yellow', 0.4739), ('lights', 0.466), ('remove', 0.3713)]"
Tarique bhai is very good at showcasing products and styling ,"[('tarique', 0.4984), ('bhai', 0.4429), ('styling', 0.4328)]"
Good,"[('good', 1.0)]"
"Very good collection, very good experience with salesman ","[('collection', 0.5638), ('salesman', 0.5251), ('experience', 0.2283)]"
Thanks ,"[('thanks', 1.0)]"
Rahul was very helpful and made our shopping experience very delightful ,"[('rahul', 0.682), ('shopping', 0.3482), ('delightful', 0.2558)]"
Nothing all good ,"[('good', 0.5098)]"
All good ,"[('good', 0.4393)]"
Amazing ,"[('amazing', 1.0)]"
Excellent Mario and Team .. Levis is long lasting n outstanding staff n freindly??,"[('mario', 0.4494), ('levis', 0.4163), ('team', 0.3979)]"
Nice service ????,"[('service', 0.5867), ('nice', 0.1997)]"
Ok,"[('ok', 1.0)]"
V good ??,"[('good', 0.4205)]"
Amazing experience ,"[('experience', 0.6027), ('amazing', 0.5072)]"
Very good service ,"[('service', 0.5967), ('good', 0.3583)]"
Your shop ac is not working properly. Your staff was very cooperative special   Darshan.,"[('ac', 0.4256), ('staff', 0.3915), ('darshan', 0.3909)]"
Good,"[('good', 1.0)]"
Thanks geeta beta,"[('geeta', 0.6669), ('beta', 0.5486), ('thanks', 0.4053)]"
Too expensive,"[('expensive', 0.7479)]"
Excellent service by pintu ,"[('pintu', 0.66), ('service', 0.4725), ('excellent', 0.3095)]"
Good,"[('good', 1.0)]"
Thanks ,"[('thanks', 1.0)]"
,[]
Nothing else,[]
Try to get what customer asked for. ,"[('customer', 0.5621), ('try', 0.2527), ('asked', 0.235)]"
Good stock ,"[('stock', 0.7728), ('good', 0.3566)]"
Very new collection we are happy ,"[('collection', 0.5413), ('happy', 0.4282), ('new', 0.4138)]"
Increase lighting in store ,"[('lighting', 0.6128), ('increase', 0.3634), ('store', 0.353)]"
All was good ,"[('good', 0.4985)]"
Experience was good. Will love to visit again. ,"[('experience', 0.5242), ('visit', 0.4621), ('good', 0.1904)]"
Bablu ji very good service provided,"[('bablu', 0.6014), ('ji', 0.5341), ('service', 0.4481)]"
Changing room conjestion of people who are accompaning who went to try,"[('room', 0.4745), ('changing', 0.3641), ('accompaning', 0.3521)]"
Mr Anil has given best service.,"[('anil', 0.6683), ('service', 0.4377), ('mr', 0.3774)]"
Good experience ,"[('experience', 0.7718), ('good', 0.399)]"
All service is good ,"[('service', 0.5929), ('good', 0.2836)]"
Customer handling is good,"[('customer', 0.5942), ('handling', 0.5822), ('good', 0.2219)]"
Evening thing is great. More changing room needed on rush hours.,"[('evening', 0.5877), ('room', 0.4266), ('hours', 0.3331)]"
Nice,"[('nice', 1.0)]"
Thanks ,"[('thanks', 1.0)]"
Very good  ,"[('good', 0.7071)]"
Misbah attended to me at the Phoenix marketcity Pune. He was very polite and extremely helpful for me in selecting my clothes. Good job done,"[('misbah', 0.6141), ('attended', 0.3846), ('pune', 0.3843)]"
More better offer,"[('offer', 0.6946), ('better', 0.4267)]"
Wonderful ,"[('wonderful', 1.0)]"
Good ,"[('good', 1.0)]"
Yusuf good in selling,"[('yusuf', 0.7483), ('selling', 0.4718), ('good', 0.217)]"
Nice,"[('nice', 1.0)]"
It was great ,"[('great', 0.5304)]"
Great experience ,"[('experience', 0.6299), ('great', 0.4188)]"
Afreen was a real cool and patient sales person,"[('afreen', 0.6817), ('patient', 0.3427), ('sales', 0.3177)]"
Good ,"[('good', 1.0)]"
The services are great ,"[('services', 0.6222), ('great', 0.31)]"
Good,"[('good', 1.0)]"
Excellent ,"[('excellent', 1.0)]"
 service is excellent ?? ,"[('service', 0.645), ('excellent', 0.2749)]"
Manisha was very Helpful to find us the perfect jeans Thankyou.,"[('jeans', 0.5659), ('manisha', 0.4752), ('thankyou', 0.3397)]"
Some old type original jeans required ,"[('jeans', 0.6724), ('original', 0.2797), ('required', 0.2348)]"
Good ,"[('good', 1.0)]"
K,[]
Good pankaj,"[('pankaj', 0.8536), ('good', 0.3926)]"
Good ,"[('good', 1.0)]"
After sales service ,"[('sales', 0.6677), ('service', 0.574)]"
None it’s good,"[('good', 0.4615)]"
Dharam service is very good,"[('dharam', 0.5844), ('service', 0.3982), ('good', 0.1018)]"
"1st visit ,  cant say","[('visit', 0.6843), ('1st', 0.4323), ('say', 0.2984)]"
"Good service ,good quality, comfortable ","[('quality', 0.5567), ('comfortable', 0.4769), ('service', 0.4675)]"
"Damaged my jeans in resizing, no resolution provided ","[('resizing', 0.5742), ('resolution', 0.4997), ('jeans', 0.4517)]"
All good,"[('good', 0.4393)]"
Good ,"[('good', 1.0)]"
Good,"[('good', 1.0)]"
You must have gift cards! Sales executive Nikith Sharma was excellent and ever efficient! Loved the whole experience :) ,"[('gift', 0.4841), ('cards', 0.3441), ('sales', 0.2691)]"
superb,"[('superb', 1.0)]"
Levi’s is best brand and I love all its product. I am using shoes since 2 years and it is of great quality. Collection is good with excellent variety. Price is affordable. And all the staff was amazing behaviour specially the store manager Jyoti Singh..   I recommended to friends and family.,"[('brand', 0.5536), ('levi', 0.4933), ('shoes', 0.4547)]"
it was a great experience ,"[('experience', 0.5436), ('great', 0.3088)]"
All good,"[('good', 0.4393)]"
"no , everything is perfect ","[('perfect', 0.3626)]"
More options ,"[('options', 0.8585)]"
Vinay ji ji service best hai ,"[('ji', 0.6327), ('hai', 0.5889), ('service', 0.4982)]"
Ali has guided me with the best service   ,"[('ali', 0.6352), ('service', 0.4458), ('guided', 0.3632)]"
Good collection ,"[('collection', 0.7376), ('good', 0.3926)]"
"If clothes are altered after purchase, they should be properly ironed. which is not done ","[('ironed', 0.4794), ('clothes', 0.3969), ('altered', 0.3005)]"
Ok good prachi,"[('prachi', 0.8083), ('ok', 0.3797), ('good', 0.3108)]"
,[]
It  was perfect,"[('perfect', 0.5632)]"
Your product quality is no dout good and sales person was friendly but the rates of your products you have increased a lot. I have been purchasing your products for more then decades but In last 3 to 4 yrs I have seen that your denim 511 you have increased rates more then 2k and red loop by 3k . Plz work on rates as market is competative with wide range of brands. I am trying to say this bcoz I love to wear your products.,"[('denim', 0.4515), ('products', 0.3408), ('brands', 0.3338)]"
Kindly clean your changing room and also  floor area.  Thanks ,"[('floor', 0.4531), ('room', 0.4306), ('clean', 0.3804)]"
It is good,"[('good', 0.5918)]"
Excellent  ,"[('excellent', 1.0)]"
Good Experience and Great Service ,"[('experience', 0.5377), ('service', 0.4935), ('great', 0.283)]"
Nice and very cooperative and good marketing skill,"[('marketing', 0.4864), ('skill', 0.4269), ('cooperative', 0.3949)]"
Anita service is very excellent,"[('anita', 0.5778), ('service', 0.3466), ('excellent', 0.1357)]"
Good Service,"[('service', 0.6827), ('good', 0.4384)]"
Good,"[('good', 1.0)]"
Good ,"[('good', 1.0)]"
Immaculate experience,"[('immaculate', 0.7827), ('experience', 0.6209)]"
Looking for more shades of denim jackets. ,"[('denim', 0.6618), ('jackets', 0.5632), ('shades', 0.5587)]"
Quality was very good service was also very good ,"[('quality', 0.6123), ('service', 0.4333), ('good', 0.2112)]"
Nice ,"[('nice', 1.0)]"
Nice collection.. good staff ,"[('staff', 0.5982), ('collection', 0.5701), ('nice', 0.2627)]"
All ok,"[('ok', 0.6241)]"
Nice   ,"[('nice', 1.0)]"
Everything was superb.  ,"[('superb', 0.6514)]"
Zeeshan  Good options given .,"[('zeeshan', 0.7534), ('options', 0.416), ('given', 0.2408)]"
Very excellent service by Yaron and Esther Tqsm,"[('service', 0.4475), ('tqsm', 0.4244), ('yaron', 0.3484)]"
Very polite nature of Kunal ?????????????? ,"[('kunal', 0.6694), ('polite', 0.4561), ('nature', 0.172)]"
Good service by Dharam Chauhan,"[('dharam', 0.6134), ('chauhan', 0.5175), ('service', 0.4547)]"
Nice to behave ,"[('behave', 0.7072), ('nice', 0.4154)]"
good,"[('good', 1.0)]"
Levi’s pro duds are good and last a long,"[('duds', 0.418), ('levi', 0.4106), ('pro', 0.285)]"
Good ,"[('good', 1.0)]"
We need more colours of denium,"[('denium', 0.6966), ('colours', 0.4426), ('need', 0.2181)]"
Staff is nice Store is good With so many options,"[('staff', 0.5999), ('store', 0.3565), ('options', 0.2565)]"
Your collection is to the point ,"[('collection', 0.7509), ('point', 0.2717)]"
Vanesh was very good in attending me. lovely collection in porvorim store,"[('vanesh', 0.5039), ('collection', 0.3465), ('porvorim', 0.3202)]"
Service person has shown variety and new arrival.also.prompt and proper entertained by service person.,"[('service', 0.5238), ('arrival', 0.4448), ('person', 0.4213)]"
Need more fashion shirts,"[('shirts', 0.7569), ('fashion', 0.5922), ('need', 0.2986)]"
Some designs are old. Requested to change and add some more designs for better options.,"[('designs', 0.5509), ('options', 0.2939), ('requested', 0.2817)]"
Bablu has given really good advice and help during the purchase. Very professional and accommodating. ,"[('bablu', 0.3832), ('advice', 0.3154), ('purchase', 0.2705)]"
Super service by store manager I really appreciate Juned bhai  ,"[('bhai', 0.5234), ('juned', 0.5061), ('service', 0.4522)]"
Quality ,"[('quality', 1.0)]"
Good styles and options available. Service was also great at the store. ,"[('styles', 0.4914), ('service', 0.3497), ('options', 0.3104)]"
Good ,"[('good', 1.0)]"
Perfect!!  ,"[('perfect', 0.7279)]"
Good service by staff like to visit again ,"[('service', 0.5498), ('staff', 0.5084), ('visit', 0.4983)]"
Great experience ,"[('experience', 0.6299), ('great', 0.4188)]"
Yaron has helped me a lot such a beauty experience thank you bro??,"[('yaron', 0.5401), ('beauty', 0.3666), ('helped', 0.2216)]"
Good ,"[('good', 1.0)]"
It was very impressive that one of your staff Yash was to much helping and to loyal about his feedback it feel so nice to visit Levi's and will back again to meet him thank you so much YASH...,"[('levi', 0.4972), ('yash', 0.3149), ('visit', 0.2767)]"
Best service ,"[('service', 0.7333), ('best', 0.5849)]"
Anil was great,"[('anil', 0.7627), ('great', 0.1892)]"
Service was great??,"[('service', 0.5887), ('great', 0.2967)]"
"Afreen is very pleasant & patience sales girl, Thanks a lot, God bless ?? ??  Sudhanshu Dwivedi ","[('afreen', 0.544), ('sudhanshu', 0.4923), ('bless', 0.3319)]"
Nice,"[('nice', 1.0)]"
Good,"[('good', 1.0)]"
Fav,"[('fav', 1.0)]"
Really emzing,"[('emzing', 0.8819), ('really', 0.307)]"
it was a great experience to shop at Levi's. ,"[('levi', 0.5311), ('shop', 0.4498), ('experience', 0.2633)]"
Nice experience. Good staff,"[('staff', 0.6334), ('experience', 0.4041), ('nice', 0.2903)]"
Very good service by Monika and hemangi Thankyou ,"[('hemangi', 0.4416), ('monika', 0.4181), ('service', 0.4108)]"
Bahu saru service che,"[('bahu', 0.6276), ('saru', 0.5802), ('service', 0.5027)]"
Thnxx hoshang,"[('hoshang', 0.7511), ('thnxx', 0.6811)]"
Good Collection ,"[('collection', 0.7376), ('good', 0.3926)]"
Excellent experience .. keep it up ,"[('experience', 0.4094), ('excellent', 0.3449)]"
Great service & superb collection,"[('superb', 0.5747), ('collection', 0.4839), ('service', 0.4557)]"
.,[]
Superb good servis  yagnik store ,"[('yagnik', 0.652), ('servis', 0.5523), ('store', 0.4197)]"
Good,"[('good', 1.0)]"
There is nothing I felt that should be improved ,"[('improved', 0.6149), ('felt', 0.2321)]"
Good  ,"[('good', 1.0)]"
All good ,"[('good', 0.4393)]"
All is excellent ??  ,"[('excellent', 0.4267)]"
Good ,"[('good', 1.0)]"
Great help Faisal - good service and products ,"[('faisal', 0.5705), ('service', 0.4246), ('products', 0.3934)]"
Good,"[('good', 1.0)]"
All time i get very best choices of cloths,"[('cloths', 0.6604), ('choices', 0.3167), ('best', 0.2843)]"
"The collection was good. Also stalf was good, special thank to Saniya she handled very well.","[('saniya', 0.4684), ('stalf', 0.4573), ('collection', 0.3232)]"
the experience was really good and Sania really helped us a lot with getting the perfect size and style for us,"[('sania', 0.5497), ('experience', 0.3202), ('style', 0.1887)]"
Very nice ,"[('nice', 0.6794)]"
Good service n staff r jolly good going there....,"[('staff', 0.5734), ('service', 0.514), ('jolly', 0.3208)]"
Having a fantastic experience buy clothes in new styles ,"[('clothes', 0.5797), ('styles', 0.4972), ('experience', 0.3435)]"
Good service ,"[('service', 0.6827), ('good', 0.4384)]"
"The environment about the trial room, need to improve on vent and air circulation.","[('room', 0.3982), ('vent', 0.3875), ('trial', 0.3434)]"
na,"[('na', 1.0)]"
Anil was good ,"[('anil', 0.7693), ('good', 0.2652)]"
Good frnd ,"[('frnd', 0.764), ('good', 0.497)]"
Very nice,"[('nice', 0.6794)]"
Stock is usually not present in many shops around Pune. ,"[('stock', 0.4865), ('pune', 0.4861), ('shops', 0.3454)]"
Air conditioning not working ,"[('air', 0.3241), ('working', 0.2844), ('conditioning', 0.2785)]"
Good ,"[('good', 1.0)]"
Bablu has provided excellent service and also helped in picking right clothes which suits me the best. ,"[('bablu', 0.4745), ('clothes', 0.3372), ('picking', 0.2612)]"
Thnx,"[('thnx', 1.0)]"
Excellent service by hemangi ,"[('hemangi', 0.6556), ('service', 0.4818), ('excellent', 0.3149)]"
Great ,"[('great', 1.0)]"
All good Kevin helped alot and it was smooth shopping ,"[('kevin', 0.4599), ('shopping', 0.3646), ('helped', 0.3631)]"
Ok,"[('ok', 1.0)]"
Good,"[('good', 1.0)]"
Ms Laxmi attended  us politely and even guided  us really well. Happy shopping  there.,"[('laxmi', 0.4722), ('attended', 0.3934), ('politely', 0.2978)]"
Good,"[('good', 1.0)]"
Good staff ,"[('staff', 0.8343), ('good', 0.3102)]"
All good,"[('good', 0.4393)]"
Great,"[('great', 1.0)]"
Good ,"[('good', 1.0)]"
Bigger store size,"[('store', 0.6476), ('bigger', 0.5616), ('size', 0.5435)]"
Sharma bhai’s services and behaviour both are excellent ,"[('bhai', 0.6398), ('sharma', 0.5203), ('services', 0.4097)]"
Good staff ,"[('staff', 0.8343), ('good', 0.3102)]"
Good ?? ,"[('good', 0.6013)]"
Mukund was a very supportive and nice sales person ,"[('mukund', 0.6277), ('sales', 0.3115), ('supportive', 0.2876)]"
